video_id,question_type,question,a0,a1,a2,a3,a4,correct_idx,predicted_idx,is_correct,confidence,prob_a0,prob_a1,prob_a2,prob_a3,prob_a4,correct_answer,predicted_answer
RL7Vny2i9dE_000001_000011,descriptive,Where is the lamp?,The lamp is on the table.,[person_1] is hanging tight for his turn.,The bicycle machine is on the floor.,[person_1] is on the floor.,The bracelet is on the table.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,The lamp is on the table.,The lamp is on the table.
RL7Vny2i9dE_000001_000011,explanatory,Why is [person_1] wearing earrings?,[person_1] wears earrings to look prettier.,Because [person_1] and [person_1] are in one team.,[person_1] is holding papers to rip it.,It's cold outside in winter.,[person_1] is doing physical exercise.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] wears earrings to look prettier.,[person_1] wears earrings to look prettier.
mI-PHrbc17Q_000014_000024,descriptive,What is [person_1] holding?,[person_1] is holding a badminton racket.,[person_1] is holding a shoe polish box.,[person_1] is holding a bass guitar.,[person_1] is holding a pencil.,[person_1] is holding a toy box.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is holding a toy box.,[person_1] is holding a toy box.
mI-PHrbc17Q_000014_000024,predictive,What is [person_1] going to do?,[person_1] is going to shoot again.,[person_1] is going to shot again.,[person_1] is going to get the doll out of the box.,[person_1] is going to continue trying to spray paint.,[person_1] is going to do exercise.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is going to get the doll out of the box.,[person_1] is going to get the doll out of the box.
mI-PHrbc17Q_000014_000024,predictive_reason,Why?,[person_1] is still holding the pen.,It seems that [person_1] has finished the dance.,[person_1] is getting out of the playing area.,To ask for [person_1]'s agreement with the proposal.,"When [person_1] open the gift , he sees the doll inside of it and smiles.",4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,"When [person_1] open the gift , he sees the doll inside of it and smiles.","When [person_1] open the gift , he sees the doll inside of it and smiles."
ZHSJ9Tkx-oc_000009_000019,descriptive,What is the [person_1] doing?,The [person_1] is wearing a cap.,The [person_1] is riding the camel.,The [person_1] is putting something into the [refrigerator_1].,The [person_1] is standing.,The [person_1] is wearing a black cap.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The [person_1] is putting something into the [refrigerator_1].,The [person_1] is putting something into the [refrigerator_1].
ZHSJ9Tkx-oc_000009_000019,predictive,What will the [person_1] do next?,The [person_1] will put things into the [refrigerator_1] and get out of the [refrigerator_1].,The [person_1] will walk to the front of the refrigerator to get something.,[person_1] will feed the cows there.,The [person_1] will ask the dog to calm down.,The [person_1] will continue to cut the nails of the [person_1].,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,The [person_1] will put things into the [refrigerator_1] and get out of the [refrigerator_1].,The [person_1] will put things into the [refrigerator_1] and get out of the [refrigerator_1].
gLrVS39Io-8_000146_000156,explanatory,Why is [person_1] playing cymbals ?,[person_1] is practicing.,Because [person_1] can somersault.,[person_1] is playing the accordion.,Because [person_1] wants to water the plants.,[person_1] is weaving fabric.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is playing the accordion.,[person_1] is playing the accordion.
gLrVS39Io-8_000146_000156,counterfactual_reason,Why?,Because it's the rules of the game.,Because the weight would hit very hard.,There are many instruments around.,[person_1] would feel very craving for candy.,The rapid current makes it easy to stand unsteady.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The rapid current makes it easy to stand unsteady.,The rapid current makes it easy to stand unsteady.
gV50nxga_JI_000006_000016,descriptive,What is [person_1] doing?,[person_1] is shooting basketball.,[person_1] is stacking dice.,[person_1] is opening the door.,[person_1] is smashing a tire.,[person_1] is stacking the dice.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is shooting basketball.,[person_1] is shooting basketball.
gV50nxga_JI_000006_000016,counterfactual_reason,Why?,Because the model had drew eyebrows.,Because it's time for lunch.,The wall is hard but crisp.,There is only [person_1] here.,[person_1] feels a pain.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,Because it's time for lunch.,Because it's time for lunch.
a83F9mj8BXQ_000069_000079,descriptive,What's the boy's expression?,He is with a smiling face.,It seems like a beer.,[person_1] and [person_1] are in the garden.,"No , there isn't.",It's sunny.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,He is with a smiling face.,He is with a smiling face.
a83F9mj8BXQ_000069_000079,counterfactual_reason,Why?,The cat is pet of [person_1].,[person_1] and all people are watching television .,The [person_1] is in the farm.,His mother asked him to come home for dinner.,To wash eyes.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,His mother asked him to come home for dinner.,His mother asked him to come home for dinner.
Tt4htr0F8V4_000017_000027,predictive_reason,Why?,[person_2] take a rest.,[person_2] has lowered the arm [person_2].,That's the routine of tae kwon do.,[person_2] is continuing cut nails carefully.,[person_2] also helps other people besides him.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] has lowered the arm [person_2].,[person_2] has lowered the arm [person_2].
Tt4htr0F8V4_000017_000027,counterfactual,What will happen if [person_2] stays the same for 10 minutes?,[person_2] will get tired.,She may try to make another sand sculpture.,[person_2] won't have to shine the shoes.,[person_2] will apologize.,[person_2] will be able to enter the house sooner.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] will get tired.,[person_2] will get tired.
d5eBe0C2b7Q_000045_000055,predictive,What is [person_1] going to do?,[person_1] is going to ride a unicycle forward.,[person_1] is going to keep skateboarding.,[person_1] is going to watch [person_1] open all the presents.,[person_1] is going to dismantle the power drill.,[person_1] may mix the ingredients in [person_1] many times.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is going to ride a unicycle forward.,[person_1] is going to ride a unicycle forward.
lm55Q9OcV2I_000080_000090,descriptive,Where is the [potted plant_1]?,[potted plant_1] is in the corner of the gym.,[potted plant_1] is placed at the corner.,The [potted plant_1] is placed on the little table.,The hat is blue and yellow.,It is in the room and near window.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The [potted plant_1] is placed on the little table.,The [potted plant_1] is placed on the little table.
lm55Q9OcV2I_000080_000090,explanatory,Why did [person_1] close the book?,Because [person_1] is playing the game.,[person_1] is dropping marbles from [person_1].,Because [person_1] is thinking about the next movement of [person_1].,[person_1] is sitting on the chair.,Because [person_1] finished reading the book.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] finished reading the book.,Because [person_1] finished reading the book.
lm55Q9OcV2I_000080_000090,predictive_reason,Why?,"Because [person_1] put the book on the ground , but [person_1] looked back and grabbed the book.",[person_1] is a baby lying on the floor.,[person_1] is holding the guitar.,[person_1] is holding a candy pack.,[person_1] wants to see the pig.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,"Because [person_1] put the book on the ground , but [person_1] looked back and grabbed the book.","Because [person_1] put the book on the ground , but [person_1] looked back and grabbed the book."
lm55Q9OcV2I_000080_000090,counterfactual,What would happen if [person_1] did not finish reading the book?,[person_1] may earn money from it.,[person_1] would get serious injury on his chest.,[person_1] may not be able to paint the wall.,[person_1] may win the donut - eating contest.,[person_1] may not put the book down.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] may not put the book down.,[person_1] may not put the book down.
IDUVIUS2xPQ_000025_000035,predictive_reason,Why?,Because the [person_1] thinks the feeling is special.,Because [person_1] has a lot of spices around him.,[person_1] used the hands and feet to stand up.,It seems that [person_1] is riding with a rapid speed.,It seems that there are some cups on the table.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,It seems that there are some cups on the table.,It seems that there are some cups on the table.
YCS_DMyBiMM_000003_000013,descriptive,What are the people doing?,[person_1] and [person_1] are watering plants.,[person_1] and [person_1] are performing skipping rope.,[person_1] and [person_1] are making bubbles.,The people are doing tai chi in a room.,[person_1] and [person_1] are playing badminton back and forth.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,The people are doing tai chi in a room.,The people are doing tai chi in a room.
YCS_DMyBiMM_000003_000013,explanatory,Why are the people holding swords?,Because [person_1] is afraid of falling down.,[person_1] wants to keep the kitchen table clean.,The swords are essential equipment in their drill.,[person_1] holds a hammer to slam at the tire hard.,[person_1] holds a hammer to strike at the tire hard.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The swords are essential equipment in their drill.,The swords are essential equipment in their drill.
K3d1Ax0No8Q_000009_000019,descriptive,Where is [person_1]?,[person_1] is in the skating rink.,[person_1] is in the outside.,[person_1] is in the car.,[person_1] is   in the swimming pool.,[person_1] is in the room,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is in the room,[person_1] is in the room
AinhaN99CCw_000511_000521,descriptive,Where is [refrigerator_1]?,It is behind [person_1] .,They are black.,No.,[refrigerator_1] is next to [person_1].,[refrigerator_1] is red.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[refrigerator_1] is next to [person_1].,[refrigerator_1] is next to [person_1].
AinhaN99CCw_000511_000521,explanatory,Why is [person_2] in the room?,[person_1] is playing with cups.,[person_2] prepares to discover the gifts.,Maybe [person_1] is practicing playing flute.,[person_1] is opening present.,[person_2] is teaching [person_1] how to arrange tableware.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is teaching [person_1] how to arrange tableware.,[person_2] is teaching [person_1] how to arrange tableware.
AinhaN99CCw_000511_000521,counterfactual,What will happen if [dining table_1] were flipped?,[dining table_1] would stop playing.,[dining table_1] would be excited.,[person_2] could be injured.,[person_2] might be very angry.,[person_2] would choose to play other toys.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[dining table_1] would stop playing.,[dining table_1] would stop playing.
j9_5n1xvycE_000000_000010,predictive,What is [person_1] going to do?,[person_1] will proceed to practice with the accordion.,[person_1] keeps moving with the snake around him.,[person_1] may divide the cake among others.,[person_1] will check the honey.,[person_1] may take off the clip.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will proceed to practice with the accordion.,[person_1] will proceed to practice with the accordion.
7BZsCdMHpck_000005_000015,explanatory,Why is [person_1] in the room?,Maybe [person_1] is   learning the way to play lute.,[person_1] is excited about holding these cups.,Maybe [person_1] looks like a visitor coming to visit.,Because [person_1] is lifting weights.,[person_1] is reading [person_1].,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] is lifting weights.,Because [person_1] is lifting weights.
7BZsCdMHpck_000005_000015,predictive_reason,Why?,Because [person_1] needs it to make juice.,The weights is very heavy.,[person_1] wants to score.,[person_1] is playing the guitar with zeal.,Because [person_1] steps aside it.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The weights is very heavy.,The weights is very heavy.
7BZsCdMHpck_000005_000015,counterfactual_reason,Why?,The floor is very hard and it will hurt [person_1] .,[person_1] won't give up just because of one fall.,It is possible that [person_1]'s team might lose.,[person_1] will stop dancing.,[person_1] puts her hand on [person_1].,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,The floor is very hard and it will hurt [person_1] .,The floor is very hard and it will hurt [person_1] .
k151-Wev2sU_000017_000027,descriptive,Where is [bicycle_1]?,[bicycle_1] is behind [bicycle_1].,[bicycle_1] is wearing a plaid sweatshirt.,[bicycle_1] is wearing a jacket.,[bicycle_1] is next to [bicycle_3].,[bicycle_1] is wearing a white dress.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[bicycle_1] is next to [bicycle_3].,[bicycle_1] is next to [bicycle_3].
k151-Wev2sU_000017_000027,explanatory,Why is [person_1] in a wheelchair?,Perhaps [person_1] loves it.,To look beautiful.,[person_1] is already married.,Maybe [person_1] is footsore and can't walk.,The [person_1] is polishing the table.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Maybe [person_1] is footsore and can't walk.,Maybe [person_1] is footsore and can't walk.
k151-Wev2sU_000017_000027,predictive,What does [person_1] intend to do?,[person_1] intends to do more somersaults.,[person_1] intends to try walking on the rope again.,[person_1] intends to put down the cards.,[person_1] intends to lift himself up and move to the wheelchair next to him.,[person_1] is likely to put on foundation.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] intends to lift himself up and move to the wheelchair next to him.,[person_1] intends to lift himself up and move to the wheelchair next to him.
k151-Wev2sU_000017_000027,predictive_reason,Why?,The right hand's [person_1] is holding the bradawl and putting the gong.,[person_1] will turn off after the conversation ends.,Maybe [person_1] wants to pluck the strings above.,[person_1] is footsore so [person_1] is practicing to be able to stand and walk.,[person_1] is dancing.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is footsore so [person_1] is practicing to be able to stand and walk.,[person_1] is footsore so [person_1] is practicing to be able to stand and walk.
k151-Wev2sU_000017_000027,counterfactual,What will happen if [person_1] practice every day?,Both [person_1] and [person_1] will get wet.,It is possible that [person_1] will able to stand and walk.,[person_1] would ask [person_1] why.,It is impossible that [person_1] will able to stand and walk.,[person_1] will be hurt.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,It is possible that [person_1] will able to stand and walk.,It is possible that [person_1] will able to stand and walk.
RIXZ2tExMsw_000003_000013,explanatory,Why do they use them?,Because they use scooters as vehicles.,Because the space in the room is a bit dark.,They are on the way to an amusement park.,Because [person_1] and [person_1] are talking about something interesting.,[person_1] is a woman.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,Because they use scooters as vehicles.,Because they use scooters as vehicles.
RIXZ2tExMsw_000003_000013,counterfactual,What if they do like riding together?,They will join the same club.,That player would be removed from the game.,[person_1] will stop her video,The room will still light.,[person_1] will stop running.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,They will join the same club.,They will join the same club.
SD8oqNRBerM_000219_000229,predictive_reason,Why?,There are many food on the [dining table_1] for [person_1] to cook.,[person_1] is trying to make it more beautiful.,Maybe [person_1] is allergic to something.,[person_1] is leaning to the left.,[dining table_1] is smiling.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,There are many food on the [dining table_1] for [person_1] to cook.,There are many food on the [dining table_1] for [person_1] to cook.
SD8oqNRBerM_000219_000229,counterfactual,What will happen if the tie dyeing shirt [person_1] is wearing gets dirty while she is cooking?,[person_1] may go out and get a knife.,[person_1] may have to wash it after cooking.,[person_1] will walk faster.,[person_1] will turn off the gas.,This may be done again.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] may have to wash it after cooking.,[person_1] may have to wash it after cooking.
SD8oqNRBerM_000219_000229,counterfactual_reason,Why?,[person_1] has finished the actions many times.,[person_1] will miss many calls.,The [person_1] eats the sausage bread roll once like other food.,The dirty from food will make the tie dyeing shirt [person_1] dirty.,[person_1] is the coach of [person_1].,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,The dirty from food will make the tie dyeing shirt [person_1] dirty.,The dirty from food will make the tie dyeing shirt [person_1] dirty.
VgJ9_6L4BtE_000146_000156,counterfactual,What would happen if [person_2] could not keep balance?,They would stop the game and deal with the mess.,[person_2]'s words would not be as clear.,[person_2] would be injured.,[person_2] could not skate.,[person_2] will be drenched.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] could not skate.,[person_2] could not skate.
eFyjM2PVPvc_000071_000081,explanatory,Why is the girl struggling?,[person_1] is cutting hair.,The girl is trying to push the pillow out.,Because they're partying.,Because [person_1] fell down.,They are in the class break and want to have some fun.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The girl is trying to push the pillow out.,The girl is trying to push the pillow out.
eFyjM2PVPvc_000071_000081,counterfactual,What would happen if the pillow were hard?,[person_1] will dismantle it.,[person_1] wouldn't be able to perform a long jump.,The body of the the girl would get hurt.,Other person can't dance.,It will be replaced.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The body of the the girl would get hurt.,The body of the the girl would get hurt.
eFyjM2PVPvc_000071_000081,counterfactual_reason,Why?,"[person_1] and [person_1] are standing while the car is running , which is very dangerous.",The body of the girl is hit with the pillow and the pillow is on the body of the girl.,Because water coming from the shower head is going to spread in the bathroom.,Because the organ cannot be used as it was in the beginning.,"There are many people around , many people are practicing curling , so curling should be a compulsory course for them.",1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The body of the girl is hit with the pillow and the pillow is on the body of the girl.,The body of the girl is hit with the pillow and the pillow is on the body of the girl.
keUU9I3Gc-Q_000004_000014,explanatory,Why does [person_1] pause for a bit before sitting on a chair?,[person_1] blows the clarinet powerfully.,[person_1] is planing wood.,[person_1] wants to say something or instruct how to play the accordion.,[person_1] has to ensure that the chair is on the right position.,[person_1] is introducing the harmonica.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] has to ensure that the chair is on the right position.,[person_1] has to ensure that the chair is on the right position.
keUU9I3Gc-Q_000004_000014,counterfactual,What would happen if the drumsticks [person_1] holding were broken?,[person_1] could continue to play drums.,The bottle will break.,[person_1] could not continue to play drums.,The mahjong machine will not be able to work.,[person_1] could not continue to break drums.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] could not continue to play drums.,[person_1] could not continue to play drums.
qd-L78kPhvY_000039_000049,explanatory,Why is [person_1] in the garden?,Because reading helps [person_1] relax more.,[person_1] is teaching martial arts.,[person_1] is washing his hair.,[person_1] is shaving for [person_1] .,Because [person_1] is taking care of the plants.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] is taking care of the plants.,Because [person_1] is taking care of the plants.
aitap_15TgY_000005_000015,descriptive,What is [person_2] drinking?,[person_2] looks so cute.,[person_2] is small.,The snow man is outside the house and in front of the window.,[person_2] is big.,[person_2] is drinking beer.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is drinking beer.,[person_2] is drinking beer.
aitap_15TgY_000005_000015,predictive_reason,Why?,[person_1] hasn't finished lifting the dumbbell yet.,His partner is drinking and they are standing beside a dining table.,[person_1] will continue to play.,[person_1] has already put her arm on the right one.,[person_1] is getting the bottle through the chair.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,His partner is drinking and they are standing beside a dining table.,His partner is drinking and they are standing beside a dining table.
aitap_15TgY_000005_000015,counterfactual,What would happen if [person_1] couldn't open the wine?,People wouldn't understand what scarf [person_1] is talking about.,[person_1] would have to drink beer.,[person_1] might get burned.,[person_1] would not get money.,[person_1] will probably have a short break.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] would have to drink beer.,[person_1] would have to drink beer.
PWmvRamUeCI_000050_000060,predictive,What will they do after playing so many rounds?,They will keep playing until there is a winner.,The woman in the long dress may start dancing.,"[dining table_1] , [dining table_1] and [dining table_1] will decorate the snowman's face.",[dining table_1] will continue to take care of the cat.,[person_1] will lift up the big dumbbell.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,They will keep playing until there is a winner.,They will keep playing until there is a winner.
PWmvRamUeCI_000050_000060,counterfactual,What if they accidentally turn over the table?,He would call for help to find a doctor.,The waiters would come to help with that.,The painter will open other lights.,The lights will be off.,Their training might be halted.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The waiters would come to help with that.,The waiters would come to help with that.
vXJSPUvGnM4_000043_000053,predictive_reason,Why?,Because [person_1] is lifting the beehive.,[person_1] has turned away.,[person_1] is snowmobiling.,[person_1] is holding it tight on the orange extractor.,[person_1] has not finished his talking.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is holding it tight on the orange extractor.,[person_1] is holding it tight on the orange extractor.
7tFkY-5CxhI_000034_000044,predictive_reason,Why?,Because [person_1] made a small mark with it and the carpet is big.,Because [person_1] looked at the person standing beside [person_1] and reached out the boards toward the standing person.,Maybe [person_1] will go all the way.,Because [person_1] cannot believe in the eyes of [person_1].,Because [person_1] needs more stones to finish the wall and there is no stone left in the hand of [person_1].,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] needs more stones to finish the wall and there is no stone left in the hand of [person_1].,Because [person_1] needs more stones to finish the wall and there is no stone left in the hand of [person_1].
3KT5FoCfpY8_000019_000029,counterfactual,What will happen if [person_1] doesn't like to watch television?,[person_1] would be so sad.,[person_1] and [person_1] would keep talking.,[person_1] will turn off the television.,The room will not be bright.,[person_1] would have no energy to work.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will turn off the television.,[person_1] will turn off the television.
XGcxcy-3NW0_000069_000079,counterfactual,What will happen if [person_1] had planing machine?,[person_1] could not bounce [person_1] many times.,Perhaps [person_1] will laugh.,The ball would hardly get to the top.,[person_1] wouldn't need [person_2] to hold the wood.,[person_2] might be badly hurt.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] could not bounce [person_1] many times.,[person_1] could not bounce [person_1] many times.
tbJa0D7Z2Fs_000031_000041,predictive,What will [person_1] do after slowing down?,[person_1] will leave.,[person_1] will go on the meal.,[person_1] will not be angry.,[person_1] will get another board.,[person_1] will put on a mask.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will leave.,[person_1] will leave.
FK4v4ATYKBo_000001_000011,explanatory,Why is [person_1] running?,[person_1] wants to keep fit.,[person_1] is doing for fun.,[person_1] is raising eyebrows with [person_1] and [person_1].,[person_1] is stacking cups.,[person_1] likes to shake maracas to make sound.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is raising eyebrows with [person_1] and [person_1].,[person_1] is raising eyebrows with [person_1] and [person_1].
FK4v4ATYKBo_000001_000011,predictive,What will [person_1] do if his friend fall over?,[person_1] will call a doctor.,[person_1] will start to play with these cups.,[person_1] will go on eating the cake.,[person_1] will dance quite fiercely.,[person_1] will probably hop toward the circle.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will call a doctor.,[person_1] will call a doctor.
FK4v4ATYKBo_000001_000011,predictive_reason,Why?,They performed very well.,The food doesn't look ripe yet.,Otherwise the wound will get worse and worse.,[person_1] wants to see if [person_1] can ride while sitting.,It's a different dance.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,Otherwise the wound will get worse and worse.,Otherwise the wound will get worse and worse.
Pejt2BJFgkw_000023_000033,predictive_reason,Why?,[person_1] is talking something.,The message says he should come home for dinner.,[person_1] finds hopscotch interesting.,[person_1] is in the gymnastic.,[person_1] kept the sword in his mouth.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The message says he should come home for dinner.,The message says he should come home for dinner.
QK-_Ukq3WH4_000010_000020,predictive_reason,Why?,Because [person_1] needs that frisbee to continue to practice.,The champagne inside the bottle spout out.,[person_1] wants to have the drink.,[person_1] feels very comfortable now and wants to express herself.,[person_1] needs a cup to drink.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The champagne inside the bottle spout out.,The champagne inside the bottle spout out.
iDHsdO8N8ME_000030_000040,descriptive,What is on the floor?,Dumbbells are on the floor.,There are 2 potted plants.,There are two gongs here.,The space is fantastic.,"No , the [person_1] is not . The [person_1] is on the shelf.",0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,Dumbbells are on the floor.,Dumbbells are on the floor.
eeT2IkA6Faw_000004_000014,predictive,What will [person_1] do when his phone rings?,The woman in red is preparing to cross the river.,[person_1] will use two hands to grasp the foot.,[person_1] will search for his phone.,They are waiting for their turn to compete on the track.,[person_1] is going to clean the floor.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will search for his phone.,[person_1] will search for his phone.
y1dfyVdr5HQ_000089_000099,descriptive,What is [person_1] looking?,[person_1] looks like a lute player.,[person_1] is looking at the metal bass strings of the bass guitar.,[person_1] has a long hair.,[person_1] looks fat.,[person_1] looks friendly.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is looking at the metal bass strings of the bass guitar.,[person_1] is looking at the metal bass strings of the bass guitar.
y1dfyVdr5HQ_000089_000099,explanatory,Why does [person_1] shake?,[person_1] is holding the didgeridoo in his hands to play.,The plate fell to the ground.,By waving the arms.,[person_1] controls the guitar and feels the music as well.,[person_1] is singing for fun.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] controls the guitar and feels the music as well.,[person_1] controls the guitar and feels the music as well.
y1dfyVdr5HQ_000089_000099,predictive_reason,Why?,[person_1] wants to see the pig.,[person_1] is crawling on the floor.,[person_1] is holding the guitar.,[person_1] is holding a candy pack.,"After [person_1] raises the right hand , [person_1] immediately puts the hand down to the strings.",4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,"After [person_1] raises the right hand , [person_1] immediately puts the hand down to the strings.","After [person_1] raises the right hand , [person_1] immediately puts the hand down to the strings."
y1dfyVdr5HQ_000089_000099,counterfactual,What will happen if [person_1] holds all three bass guitars in the hands?,[person_1] will be very happy.,[person_1] will find another game.,[person_1] will not play any of the 3 guitars.,[person_1] will be famous.,[person_1]'s students will get better very quickly.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will not play any of the 3 guitars.,[person_1] will not play any of the 3 guitars.
y7E4WSQx1E0_000007_000017,explanatory,Why is [person_1] playing guitar?,Because [person_1] wants to beat right the plastic bars of the xylophone.,[person_1] wants to make the voice louder.,[person_1] is learning to play the flute.,Because the [person_1] wants to pick up this skill.,perhaps [person_1] wants to record himself playing guitar to send the video to someone to impress them.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,perhaps [person_1] wants to record himself playing guitar to send the video to someone to impress them.,perhaps [person_1] wants to record himself playing guitar to send the video to someone to impress them.
y7E4WSQx1E0_000007_000017,counterfactual,What would happen if someone walked into the room of [person_1] while he was playing music?,He will escape quickly.,[person_1] would start crying from disappointment and not try to take the talking globe out of the box.,[person_1] wouldn't flip the cakes.,[person_1] would be not get noodle sauce.,[person_1] would get distracted and stop playing the song he's playing to look over at who walked into the room.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] would get distracted and stop playing the song he's playing to look over at who walked into the room.,[person_1] would get distracted and stop playing the song he's playing to look over at who walked into the room.
y7E4WSQx1E0_000007_000017,counterfactual_reason,Why?,[person_1] would lose his concentration on playing guitar if he got interrupted because he needs complete focus to play well.,[person_1] is very satisfied with the work.,The bag is closed at the beginning.,The danger from spattering can be seen.,[person_1] can not see strings in the dark.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] would lose his concentration on playing guitar if he got interrupted because he needs complete focus to play well.,[person_1] would lose his concentration on playing guitar if he got interrupted because he needs complete focus to play well.
6SmZDyIr7L0_000119_000129,descriptive,What is [person_2] doing?,[person_2] is rubbing [person_1]'s face.,[person_2] is skating with the [person_2]'s son.,The shirt [person_1] wearing is blue.,[person_2] is taking [person_1] with his hands.,The [person_1] is in the right of the [person_1].,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is rubbing [person_1]'s face.,[person_2] is rubbing [person_1]'s face.
6SmZDyIr7L0_000119_000129,explanatory,Why does [person_2] rub [person_1]'s face?,[person_1] is defecating.,Maybe [person_1] wanna shoot a video on how to wax chest.,[person_2] is giving a massage to [person_1]'s head.,Because [person_2] wants to know what's going on behind her.,[person_2] is giving massage to [person_1] to relax the skin of the face.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is giving massage to [person_1] to relax the skin of the face.,[person_2] is giving massage to [person_1] to relax the skin of the face.
W47a5-ltIqc_000003_000013,counterfactual,What would happen if the blackout happened?,[person_1]'ll have it repaired.,The room might be full of darkness.,[person_1] may water it.,[person_1]'ll get hurt.,[person_1] would fall on the ground.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The room might be full of darkness.,The room might be full of darkness.
